#baryon fraction in the ADIAB simulation
#z,log10(mass_lower),log10(mass_upper),mass_mean,mass_errl,mass_erru,fb_mean,fb_errl,fb_erru
#notes: redshift,"mass bin, lower end","mass bin, upper end",mean mass in the bin,"1sigma error of mass, lower end","1sigma error of mass, upper end",mean baryon fraction in the bin,"1sigma error of baryon fraction, lower end","1sigma error of baryon fraction, upper end"
#units: 1,log10(Msol),log10(Msol),Msol,Msol,Msol,1,1,1
7.86312,9.5,10.5,6.60175e+09,7.60274e+08,8.80753e+08,0.886459,0.00559234,0.00569994
7.86312,9.6,10.6,8.4655e+09,1.1586e+09,1.39809e+09,0.887639,0.00641617,0.00641681
7.86312,9.7,10.7,1.01346e+10,1.45505e+09,1.77536e+09,0.888777,0.00708951,0.00687114
7.86312,9.8,10.8,1.20665e+10,1.81957e+09,2.21711e+09,0.887832,0.00905723,0.00882126
7.86312,9.9,10.9,1.61844e+10,3.37503e+09,5.01865e+09,0.889349,0.0108494,0.00990523
7.86312,10,11,2.14909e+10,6.2753e+09,9.00695e+09,0.889773,0.0123012,0.0108785
7.86312,10.1,11.1,2.65891e+10,8.77001e+09,1.24168e+10,0.891993,0.0172898,0.0145447
7.86312,10.2,11.2,3.95383e+10,1.439e+10,1.93721e+10,0.891421,0.0197762,0.0199582
7.86312,10.3,11.3,4.25174e+10,1.55838e+10,2.08783e+10,0.897161,0.0191723,0.0188878
7.86312,10.4,11.4,5.75846e+10,2.31364e+10,2.31364e+10,0.877093,0.0132961,0.015547
7.86312,10.5,11.5,6.66095e+10,2.82231e+10,2.63697e+10,0.876503,0.0177281,0.0234096
7.96436,7.5,8.5,8.43794e+07,623010,629203,0.586448,0.00130456,0.00130595
7.96436,7.6,8.6,1.04033e+08,857886,860540,0.615261,0.00141297,0.00141439
7.96436,7.7,8.7,1.27964e+08,1.16144e+06,1.17608e+06,0.645246,0.00150776,0.00150644
7.96436,7.8,8.8,1.58593e+08,1.61459e+06,1.61494e+06,0.676863,0.00159452,0.00159228
7.96436,7.9,8.9,1.97606e+08,2.23449e+06,2.2769e+06,0.70893,0.00167038,0.00164233
7.96436,8,9,2.46479e+08,3.18084e+06,3.22382e+06,0.737292,0.00170233,0.00170531
7.96436,8.1,9.1,3.0823e+08,4.53122e+06,4.60644e+06,0.76312,0.00179025,0.00177343
7.96436,8.2,9.2,3.84545e+08,6.3633e+06,6.45632e+06,0.787001,0.0018171,0.00181519
7.96436,8.3,9.3,4.82247e+08,9.12931e+06,9.23635e+06,0.806956,0.00188686,0.00187204
7.96436,8.4,9.4,6.00896e+08,1.27343e+07,1.29139e+07,0.824236,0.00192931,0.00193241
7.96436,8.5,9.5,7.34015e+08,1.71513e+07,1.76302e+07,0.83801,0.002046,0.00201292
7.96436,8.6,9.6,9.08103e+08,2.46711e+07,2.50549e+07,0.849846,0.00213276,0.00212708
7.96436,8.7,9.7,1.11453e+09,3.38392e+07,3.46948e+07,0.860016,0.00226265,0.00225765
7.96436,8.8,9.8,1.36382e+09,4.71022e+07,4.97092e+07,0.866769,0.00243038,0.00241079
7.96436,8.9,9.9,1.64363e+09,6.46396e+07,6.86396e+07,0.870954,0.00263006,0.00263796
7.96436,9,10,2.03117e+09,9.32325e+07,9.96626e+07,0.876142,0.00302951,0.00301529
7.96436,9.1,10.1,2.56172e+09,1.44395e+08,1.57213e+08,0.87896,0.00347117,0.00345704
7.96436,9.2,10.2,3.22886e+09,2.28794e+08,2.47361e+08,0.883008,0.00374159,0.00371056
7.96436,9.3,10.3,4.06485e+09,3.2216e+08,3.59265e+08,0.883747,0.00426167,0.00431205
7.96436,9.4,10.4,5.2236e+09,5.20437e+08,5.89904e+08,0.886753,0.00524001,0.00531517
7.96436,9.5,10.5,6.3754e+09,7.28359e+08,8.54053e+08,0.885884,0.00601254,0.00610939
7.96436,9.6,10.6,8.39063e+09,1.15206e+09,1.39793e+09,0.887792,0.00648491,0.00665043
7.96436,9.7,10.7,1.00085e+10,1.45102e+09,1.7726e+09,0.888406,0.00736087,0.00731319
7.96436,9.8,10.8,1.19428e+10,1.81973e+09,2.23e+09,0.885077,0.00845792,0.0082369
7.96436,9.9,10.9,1.55507e+10,3.32959e+09,4.95961e+09,0.889287,0.0100129,0.00927538
7.96436,10,11,2.0788e+10,6.23686e+09,9.03093e+09,0.888709,0.0120698,0.0112204
7.96436,10.1,11.1,2.62222e+10,8.8716e+09,1.24915e+10,0.88986,0.0168391,0.0142368
7.96436,10.2,11.2,3.77065e+10,1.41368e+10,1.84679e+10,0.894015,0.0157931,0.0164
7.96436,10.3,11.3,4.06423e+10,1.54649e+10,1.97936e+10,0.897306,0.0170356,0.0152545
7.96436,10.4,11.4,5.51357e+10,2.23077e+10,2.23077e+10,0.882807,0.0162498,0.0215363
7.96436,10.5,11.5,6.35984e+10,2.76901e+10,2.51853e+10,0.883334,0.0169343,0.0335525
8.06853,7.5,8.5,8.4366e+07,629656,636461,0.586531,0.00133689,0.00134131
8.06853,7.6,8.6,1.04178e+08,857546,865515,0.616043,0.00142618,0.00143041
8.06853,7.7,8.7,1.27682e+08,1.17727e+06,1.19416e+06,0.645497,0.0014946,0.00152476
8.06853,7.8,8.8,1.58283e+08,1.61831e+06,1.63709e+06,0.677145,0.00159317,0.00161111
8.06853,7.9,8.9,1.9783e+08,2.30899e+06,2.30994e+06,0.709289,0.00166327,0.00166673
8.06853,8,9,2.45841e+08,3.22838e+06,3.24796e+06,0.736866,0.00172181,0.00173249
8.06853,8.1,9.1,3.07843e+08,4.57386e+06,4.64581e+06,0.763333,0.00181464,0.00179912
8.06853,8.2,9.2,3.82128e+08,6.36745e+06,6.47228e+06,0.786352,0.00184928,0.00184211
8.06853,8.3,9.3,4.79789e+08,9.12813e+06,9.31228e+06,0.806863,0.0019013,0.00189849
8.06853,8.4,9.4,5.98659e+08,1.2829e+07,1.31931e+07,0.823724,0.00200843,0.00197939
8.06853,8.5,9.5,7.30257e+08,1.73616e+07,1.77988e+07,0.837154,0.00209043,0.00208735
8.06853,8.6,9.6,9.04017e+08,2.45186e+07,2.54247e+07,0.848861,0.00225262,0.0022044
8.06853,8.7,9.7,1.10546e+09,3.37315e+07,3.51238e+07,0.858701,0.00237974,0.00232025
8.06853,8.8,9.8,1.3532e+09,4.73285e+07,4.93311e+07,0.865604,0.00252149,0.00249226
8.06853,8.9,9.9,1.64538e+09,6.6623e+07,6.99447e+07,0.871003,0.00277426,0.00278396
8.06853,9,10,2.03593e+09,9.75378e+07,1.02823e+08,0.875968,0.00320059,0.00317587
8.06853,9.1,10.1,2.54158e+09,1.46839e+08,1.58094e+08,0.878025,0.00371005,0.00363599
8.06853,9.2,10.2,3.17902e+09,2.25612e+08,2.4689e+08,0.882816,0.00418851,0.00414732
8.06853,9.3,10.3,4.04574e+09,3.37572e+08,3.74724e+08,0.883241,0.00474099,0.00477678
8.06853,9.4,10.4,5.16482e+09,5.23176e+08,5.95196e+08,0.88719,0.00577444,0.00577324
8.06853,9.5,10.5,6.34298e+09,7.46812e+08,8.76765e+08,0.885061,0.00642098,0.00636137
8.06853,9.6,10.6,8.28235e+09,1.15841e+09,1.39585e+09,0.890959,0.00759443,0.00753281
8.06853,9.7,10.7,9.73367e+09,1.43952e+09,1.7348e+09,0.888599,0.00824977,0.00789716
8.06853,9.8,10.8,1.17431e+10,1.81678e+09,2.24797e+09,0.886269,0.00978594,0.00946903
8.06853,9.9,10.9,1.56308e+10,3.44417e+09,5.18378e+09,0.889076,0.0110494,0.0103137
8.06853,10,11,2.13176e+10,6.59719e+09,9.4799e+09,0.888452,0.0135302,0.0122444
8.06853,10.1,11.1,2.58819e+10,8.842e+09,1.24729e+10,0.891914,0.0186759,0.0159282
8.06853,10.2,11.2,3.55702e+10,1.34629e+10,1.77581e+10,0.893816,0.016301,0.0163584
8.06853,10.3,11.3,4.23194e+10,1.67871e+10,1.96706e+10,0.891994,0.0180648,0.0180297
8.06853,10.4,11.4,5.23167e+10,2.12656e+10,2.12656e+10,0.883366,0.0185578,0.023807
8.06853,10.5,11.5,6.01974e+10,2.67696e+10,2.3516e+10,0.88349,0.0199995,0.0373649
8.17578,7.5,8.5,8.42686e+07,639500,641978,0.586607,0.00133559,0.00134816
8.17578,7.6,8.6,1.04001e+08,871474,876360,0.615903,0.00145167,0.0014583
8.17578,7.7,8.7,1.27149e+08,1.17377e+06,1.1933e+06,0.645463,0.00152815,0.0015451
8.17578,7.8,8.8,1.58103e+08,1.64958e+06,1.67348e+06,0.677216,0.00162672,0.00162482
8.17578,7.9,8.9,1.97043e+08,2.32351e+06,2.3443e+06,0.708519,0.00168759,0.00169836
8.17578,8,9,2.44141e+08,3.23669e+06,3.24415e+06,0.736324,0.00176904,0.00176161
8.17578,8.1,9.1,3.07579e+08,4.62898e+06,4.71778e+06,0.763897,0.00181774,0.00182266
8.17578,8.2,9.2,3.79578e+08,6.41271e+06,6.50755e+06,0.786055,0.00188045,0.0018709
8.17578,8.3,9.3,4.75399e+08,9.1937e+06,9.37482e+06,0.806011,0.00194871,0.00194666
8.17578,8.4,9.4,5.94326e+08,1.30049e+07,1.336e+07,0.823346,0.0020551,0.00204581
8.17578,8.5,9.5,7.30795e+08,1.80504e+07,1.85205e+07,0.837422,0.00215973,0.00213051
8.17578,8.6,9.6,8.98353e+08,2.48756e+07,2.57261e+07,0.849896,0.00226714,0.00223058
8.17578,8.7,9.7,1.10014e+09,3.47045e+07,3.64147e+07,0.858797,0.00240443,0.00239812
8.17578,8.8,9.8,1.36335e+09,5.06364e+07,5.26616e+07,0.865912,0.00261691,0.00261678
8.17578,8.9,9.9,1.64898e+09,7.02421e+07,7.38196e+07,0.871091,0.00296001,0.00292633
8.17578,9,10,2.02192e+09,1.00477e+08,1.09025e+08,0.875565,0.0033938,0.00337762
8.17578,9.1,10.1,2.55354e+09,1.55235e+08,1.6893e+08,0.878197,0.00375575,0.00373906
8.17578,9.2,10.2,3.12461e+09,2.24544e+08,2.46521e+08,0.881581,0.00415922,0.0042313
8.17578,9.3,10.3,4.02304e+09,3.38881e+08,3.77739e+08,0.883876,0.00490735,0.00497891
8.17578,9.4,10.4,5.16922e+09,5.34963e+08,6.06782e+08,0.885601,0.0059619,0.00610253
8.17578,9.5,10.5,6.72079e+09,8.85873e+08,1.05774e+09,0.883583,0.00692124,0.00707196
8.17578,9.6,10.6,8.18587e+09,1.15284e+09,1.38633e+09,0.887765,0.00722284,0.00734252
8.17578,9.7,10.7,9.70981e+09,1.45536e+09,1.7697e+09,0.886688,0.00822456,0.00810299
8.17578,9.8,10.8,1.35755e+10,2.89833e+09,4.24962e+09,0.885471,0.0104726,0.0104687
8.17578,9.9,10.9,1.82426e+10,5.31394e+09,7.59286e+09,0.889489,0.0114924,0.010948
8.17578,10,11,2.20817e+10,6.99555e+09,9.86208e+09,0.888136,0.0139798,0.012956
8.17578,10.1,11.1,2.65534e+10,9.29808e+09,1.27129e+10,0.885183,0.0169995,0.0138472
8.17578,10.2,11.2,3.34615e+10,1.2364e+10,1.59878e+10,0.894686,0.0141497,0.0133031
8.17578,10.3,11.3,3.96536e+10,1.4954e+10,1.8371e+10,0.894584,0.0155127,0.0132614
8.17578,10.4,11.4,4.89178e+10,1.94929e+10,1.94929e+10,0.888857,0.0195976,0.0214139
8.17578,10.5,11.5,6.84107e+10,8.29965e+09,8.29965e+09,0.890674,0.0282994,0.0282994
8.28625,7.5,8.5,8.40828e+07,642403,645663,0.587118,0.00134743,0.00135292
8.28625,7.6,8.6,1.03335e+08,873337,877605,0.615473,0.00145564,0.00145664
8.28625,7.7,8.7,1.26952e+08,1.19364e+06,1.21859e+06,0.645337,0.00154785,0.00155872
8.28625,7.8,8.8,1.571e+08,1.65522e+06,1.65938e+06,0.67637,0.00163879,0.0016472
8.28625,7.9,8.9,1.96064e+08,2.32165e+06,2.36099e+06,0.708152,0.00172366,0.00170423
8.28625,8,9,2.44057e+08,3.28889e+06,3.33591e+06,0.736112,0.00178511,0.00179133
8.28625,8.1,9.1,3.0592e+08,4.67116e+06,4.76981e+06,0.762832,0.00187312,0.00185265
8.28625,8.2,9.2,3.79526e+08,6.51397e+06,6.70336e+06,0.785912,0.00190494,0.00188906
8.28625,8.3,9.3,4.73576e+08,9.23495e+06,9.47786e+06,0.80582,0.00197439,0.00197879
8.28625,8.4,9.4,5.91803e+08,1.30409e+07,1.32782e+07,0.822864,0.00211207,0.00210181
8.28625,8.5,9.5,7.2552e+08,1.80566e+07,1.86413e+07,0.837526,0.00220222,0.00217701
8.28625,8.6,9.6,8.84626e+08,2.44678e+07,2.51365e+07,0.849326,0.0022989,0.00228829
8.28625,8.7,9.7,1.10146e+09,3.56819e+07,3.7336e+07,0.858252,0.00243067,0.00242779
8.28625,8.8,9.8,1.33229e+09,4.86134e+07,5.14104e+07,0.865509,0.00259875,0.00258229
8.28625,8.9,9.9,1.62172e+09,6.96148e+07,7.34346e+07,0.870413,0.00300219,0.00297831
8.28625,9,10,2.02253e+09,1.0421e+08,1.12336e+08,0.874631,0.00338996,0.00338443
8.28625,9.1,10.1,2.5534e+09,1.63434e+08,1.78631e+08,0.877993,0.00381656,0.00379751
8.28625,9.2,10.2,3.17423e+09,2.44776e+08,2.71142e+08,0.881776,0.00427933,0.00426426
8.28625,9.3,10.3,3.92584e+09,3.33581e+08,3.71059e+08,0.881941,0.00495685,0.00500584
8.28625,9.4,10.4,5.08531e+09,5.33974e+08,6.07577e+08,0.883139,0.0059781,0.00604763
8.28625,9.5,10.5,6.58455e+09,8.83718e+08,1.05203e+09,0.883149,0.00687753,0.00696033
8.28625,9.6,10.6,7.8617e+09,1.11401e+09,1.35564e+09,0.886893,0.00736139,0.00755933
8.28625,9.7,10.7,1.00116e+10,1.53696e+09,1.87956e+09,0.887243,0.00903024,0.00885745
8.28625,9.8,10.8,1.29814e+10,2.72267e+09,4.00999e+09,0.887862,0.010097,0.00999605
8.28625,9.9,10.9,1.76577e+10,5.04879e+09,7.05603e+09,0.887508,0.0118457,0.0114508
8.28625,10,11,2.14875e+10,6.7355e+09,9.28441e+09,0.891286,0.0155124,0.0143637
8.28625,10.1,11.1,2.75479e+10,9.72053e+09,1.29091e+10,0.889778,0.0135604,0.0137181
8.28625,10.2,11.2,3.71602e+10,1.35656e+10,1.58065e+10,0.892281,0.0165214,0.0146771
8.28625,10.3,11.3,3.70235e+10,1.35297e+10,1.59431e+10,0.892281,0.0166548,0.0146771
8.28625,10.4,11.4,4.54519e+10,1.72583e+10,1.72583e+10,0.885806,0.0204094,0.0228879
8.28625,10.5,11.5,6.27102e+10,6.30038e+09,6.30038e+09,0.888284,0.029467,0.029467
8.40009,7.5,8.5,8.38326e+07,644741,646529,0.587766,0.00136919,0.00137288
8.40009,7.6,8.6,1.03088e+08,885929,888350,0.615934,0.00146676,0.00146601
8.40009,7.7,8.7,1.26693e+08,1.20501e+06,1.21842e+06,0.645935,0.00155873,0.00156685
8.40009,7.8,8.8,1.56314e+08,1.66326e+06,1.67773e+06,0.676962,0.00165355,0.00166359
8.40009,7.9,8.9,1.95839e+08,2.35975e+06,2.40868e+06,0.708383,0.00173934,0.00173878
8.40009,8,9,2.42711e+08,3.31036e+06,3.33839e+06,0.736101,0.00182248,0.00180791
8.40009,8.1,9.1,3.04118e+08,4.67998e+06,4.78777e+06,0.762897,0.00189168,0.0018699
8.40009,8.2,9.2,3.78235e+08,6.64594e+06,6.72235e+06,0.786331,0.00193532,0.00193972
8.40009,8.3,9.3,4.72338e+08,9.38205e+06,9.61164e+06,0.80641,0.00202996,0.00203771
8.40009,8.4,9.4,5.86874e+08,1.32595e+07,1.35806e+07,0.823005,0.0021479,0.00214105
8.40009,8.5,9.5,7.21768e+08,1.8286e+07,1.90978e+07,0.837159,0.00223571,0.00222461
8.40009,8.6,9.6,8.83889e+08,2.52591e+07,2.63755e+07,0.849148,0.00235386,0.00233314
8.40009,8.7,9.7,1.09597e+09,3.67234e+07,3.82715e+07,0.858073,0.00252342,0.00249393
8.40009,8.8,9.8,1.31601e+09,4.9547e+07,5.14266e+07,0.864687,0.00269306,0.00266973
8.40009,8.9,9.9,1.61755e+09,7.12614e+07,7.46604e+07,0.869785,0.00308177,0.00308401
8.40009,9,10,2.00933e+09,1.06228e+08,1.14283e+08,0.87401,0.00347718,0.00342621
8.40009,9.1,10.1,2.5799e+09,1.74698e+08,1.90802e+08,0.878088,0.00393915,0.00390796
8.40009,9.2,10.2,3.17856e+09,2.47393e+08,2.70943e+08,0.880947,0.00426037,0.00427408
8.40009,9.3,10.3,3.95372e+09,3.58729e+08,4.03818e+08,0.881071,0.00521837,0.00525593
8.40009,9.4,10.4,5.03124e+09,5.30216e+08,6.10799e+08,0.883367,0.00598746,0.00610055
8.40009,9.5,10.5,6.6423e+09,9.13209e+08,1.0903e+09,0.879766,0.0069252,0.0069697
8.40009,9.6,10.6,7.87677e+09,1.14915e+09,1.38297e+09,0.886861,0.00757524,0.0077411
8.40009,9.7,10.7,1.00061e+10,1.56875e+09,1.92041e+09,0.886348,0.00924485,0.00911356
8.40009,9.8,10.8,1.42734e+10,3.70408e+09,5.09099e+09,0.886307,0.0101579,0.0102925
8.40009,9.9,10.9,1.69033e+10,4.71329e+09,6.46777e+09,0.886514,0.0114522,0.0114098
8.40009,10,11,2.0733e+10,6.33411e+09,8.52472e+09,0.891138,0.0150541,0.0142105
8.40009,10.1,11.1,2.89275e+10,1.00735e+10,1.23126e+10,0.889424,0.0193191,0.0188409
8.40009,10.2,11.2,3.42564e+10,1.1702e+10,1.34756e+10,0.89096,0.0179372,0.0184849
8.40009,10.3,11.3,3.73694e+10,1.31254e+10,1.42765e+10,0.887862,0.0180621,0.0223518
8.40009,10.4,11.4,4.16135e+10,1.44641e+10,1.44641e+10,0.885496,0.0222438,0.0299796
8.40009,10.5,11.5,5.60777e+10,3.89161e+09,3.89161e+09,0.893232,0.0350381,0.0350381
8.51749,7.5,8.5,8.32219e+07,645944,653920,0.587022,0.00138781,0.00138027
8.51749,7.6,8.6,1.02531e+08,881105,895304,0.615705,0.0014974,0.00148645
8.51749,7.7,8.7,1.26399e+08,1.23249e+06,1.24464e+06,0.645596,0.00159044,0.00159685
8.51749,7.8,8.8,1.55916e+08,1.67532e+06,1.72235e+06,0.676415,0.00167964,0.00168091
8.51749,7.9,8.9,1.95856e+08,2.43644e+06,2.45204e+06,0.708389,0.00178078,0.0017793
8.51749,8,9,2.42419e+08,3.35045e+06,3.40867e+06,0.73582,0.00187777,0.0018536
8.51749,8.1,9.1,3.03265e+08,4.80055e+06,4.80995e+06,0.762796,0.00193333,0.00191672
8.51749,8.2,9.2,3.77025e+08,6.71125e+06,6.82021e+06,0.786177,0.00200875,0.00197009
8.51749,8.3,9.3,4.69123e+08,9.49664e+06,9.57672e+06,0.805766,0.00208715,0.00206894
8.51749,8.4,9.4,5.81936e+08,1.32785e+07,1.36898e+07,0.822504,0.0021965,0.00219677
8.51749,8.5,9.5,7.11407e+08,1.82801e+07,1.90004e+07,0.836386,0.00230838,0.00229018
8.51749,8.6,9.6,8.74913e+08,2.56155e+07,2.66072e+07,0.848093,0.0024534,0.00241882
8.51749,8.7,9.7,1.08607e+09,3.69387e+07,3.83379e+07,0.857862,0.00260975,0.00259109
8.51749,8.8,9.8,1.30215e+09,4.96576e+07,5.22779e+07,0.864154,0.00282843,0.0028102
8.51749,8.9,9.9,1.63333e+09,7.63645e+07,8.14223e+07,0.868839,0.00323707,0.00321953
8.51749,9,10,1.99349e+09,1.0759e+08,1.15482e+08,0.874107,0.00361635,0.0035475
8.51749,9.1,10.1,2.55256e+09,1.76109e+08,1.9392e+08,0.879146,0.00405437,0.00402372
8.51749,9.2,10.2,3.11725e+09,2.42137e+08,2.6863e+08,0.880937,0.00439893,0.00436066
8.51749,9.3,10.3,3.97481e+09,3.84622e+08,4.4357e+08,0.882424,0.00529651,0.00533681
8.51749,9.4,10.4,4.90561e+09,5.21139e+08,6.0149e+08,0.884325,0.0064283,0.00649225
8.51749,9.5,10.5,6.52027e+09,9.14381e+08,1.10508e+09,0.88137,0.00725158,0.00743596
8.51749,9.6,10.6,7.91243e+09,1.19402e+09,1.45842e+09,0.887386,0.00758805,0.00786347
8.51749,9.7,10.7,1.15992e+10,2.68852e+09,3.62908e+09,0.887307,0.00946542,0.00972997
8.51749,9.8,10.8,1.35781e+10,3.32754e+09,4.43309e+09,0.884597,0.0104222,0.0105483
8.51749,9.9,10.9,1.70787e+10,4.63095e+09,6.07842e+09,0.888993,0.0126349,0.0125991
8.51749,10,11,1.94696e+10,5.55627e+09,7.15825e+09,0.89287,0.0147591,0.0144842
8.51749,10.1,11.1,2.79036e+10,8.5866e+09,9.95239e+09,0.883353,0.0168274,0.019007
8.51749,10.2,11.2,3.04973e+10,8.90897e+09,1.01013e+10,0.88777,0.0184345,0.0191703
8.51749,10.3,11.3,3.64316e+10,1.02438e+10,1.02438e+10,0.88561,0.022728,0.0260974
8.51749,10.4,11.4,3.64316e+10,1.02438e+10,1.02438e+10,0.88561,0.022728,0.0260974
8.51749,10.5,11.5,4.66755e+10,3.13379e+09,3.13379e+09,0.88898,0.033556,0.033556
8.63862,7.5,8.5,8.32434e+07,658809,665009,0.587872,0.00140556,0.00140829
8.63862,7.6,8.6,1.02345e+08,900833,903072,0.616051,0.00151387,0.00149908
8.63862,7.7,8.7,1.26042e+08,1.25387e+06,1.2427e+06,0.645639,0.00162981,0.00163471
8.63862,7.8,8.8,1.55226e+08,1.71223e+06,1.72541e+06,0.676742,0.00170953,0.00170043
8.63862,7.9,8.9,1.95224e+08,2.4539e+06,2.46785e+06,0.708878,0.00182677,0.00180139
8.63862,8,9,2.41794e+08,3.41311e+06,3.45003e+06,0.7363,0.00190912,0.00189322
8.63862,8.1,9.1,3.03005e+08,4.86993e+06,4.94713e+06,0.763349,0.00195456,0.0019579
8.63862,8.2,9.2,3.7561e+08,6.79189e+06,6.96581e+06,0.786236,0.00202533,0.00201366
8.63862,8.3,9.3,4.67185e+08,9.70407e+06,9.7952e+06,0.806022,0.00214922,0.0021252
8.63862,8.4,9.4,5.79633e+08,1.36379e+07,1.38958e+07,0.822906,0.00229181,0.00225656
8.63862,8.5,9.5,7.12236e+08,1.90042e+07,1.96326e+07,0.837206,0.00238023,0.00237495
8.63862,8.6,9.6,8.63468e+08,2.58643e+07,2.66272e+07,0.848654,0.00251255,0.00249322
8.63862,8.7,9.7,1.08011e+09,3.81152e+07,3.95804e+07,0.85749,0.00273699,0.00272097
8.63862,8.8,9.8,1.2852e+09,5.02287e+07,5.29129e+07,0.864748,0.00293883,0.00294097
8.63862,8.9,9.9,1.6259e+09,7.86626e+07,8.34481e+07,0.870104,0.00331923,0.00332875
8.63862,9,10,1.99928e+09,1.15598e+08,1.24676e+08,0.874228,0.00368619,0.00360781
8.63862,9.1,10.1,2.5586e+09,1.82645e+08,1.99908e+08,0.880118,0.00403003,0.00405171
8.63862,9.2,10.2,3.09766e+09,2.45065e+08,2.70299e+08,0.881478,0.00459118,0.00461066
8.63862,9.3,10.3,3.91677e+09,3.84131e+08,4.43282e+08,0.882216,0.00558413,0.00563301
8.63862,9.4,10.4,5.06298e+09,6.07836e+08,7.2843e+08,0.881197,0.00650992,0.00656329
8.63862,9.5,10.5,6.52292e+09,9.34703e+08,1.1445e+09,0.880724,0.00691041,0.0072466
8.63862,9.6,10.6,8.27665e+09,1.5057e+09,1.99093e+09,0.889139,0.00799741,0.00822942
8.63862,9.7,10.7,1.18534e+10,2.82867e+09,3.71684e+09,0.885739,0.0103282,0.0108872
8.63862,9.8,10.8,1.32763e+10,3.29453e+09,4.39034e+09,0.887497,0.0105689,0.0111319
8.63862,9.9,10.9,1.71282e+10,4.72012e+09,6.17441e+09,0.891136,0.0146135,0.015182
8.63862,10,11,2.06685e+10,6.15254e+09,7.76335e+09,0.891079,0.0165448,0.0180317
8.63862,10.1,11.1,2.85798e+10,7.89205e+09,9.29187e+09,0.890935,0.0199349,0.0202522
8.63862,10.2,11.2,2.86576e+10,7.96982e+09,9.2141e+09,0.890935,0.0198392,0.020158
8.63862,10.3,11.3,3.42357e+10,9.00868e+09,9.00868e+09,0.890972,0.0234072,0.0265716
8.63862,10.4,11.4,3.75471e+10,1.13946e+10,1.01284e+10,0.889808,0.0312096,0.0398666
8.63862,10.5,11.5,4.32444e+10,4.43113e+09,4.43113e+09,0.894136,0.0355381,0.0355381
8.76367,7.5,8.5,8.29528e+07,671581,671746,0.587878,0.00142804,0.0014182
8.76367,7.6,8.6,1.01948e+08,913715,917369,0.61583,0.00153103,0.00153044
8.76367,7.7,8.7,1.25835e+08,1.26355e+06,1.26447e+06,0.645656,0.0016472,0.00164061
8.76367,7.8,8.8,1.55005e+08,1.74565e+06,1.76123e+06,0.676552,0.00172808,0.00172591
8.76367,7.9,8.9,1.95176e+08,2.49765e+06,2.53418e+06,0.708358,0.00185062,0.00181733
8.76367,8,9,2.40861e+08,3.4493e+06,3.48859e+06,0.735726,0.00194743,0.00194109
8.76367,8.1,9.1,3.00672e+08,4.87233e+06,4.90591e+06,0.762751,0.00200086,0.00197657
8.76367,8.2,9.2,3.72558e+08,6.85992e+06,6.98092e+06,0.785078,0.00208812,0.00208187
8.76367,8.3,9.3,4.63333e+08,9.66883e+06,9.93892e+06,0.805434,0.0021749,0.00217939
8.76367,8.4,9.4,5.75634e+08,1.37663e+07,1.41635e+07,0.822643,0.00228768,0.00227709
8.76367,8.5,9.5,7.04008e+08,1.88546e+07,1.95246e+07,0.837011,0.00240761,0.00241358
8.76367,8.6,9.6,8.54335e+08,2.58364e+07,2.6959e+07,0.847966,0.00260088,0.00258527
8.76367,8.7,9.7,1.06442e+09,3.76836e+07,3.95526e+07,0.857605,0.00282251,0.00279994
8.76367,8.8,9.8,1.27929e+09,5.14286e+07,5.44587e+07,0.865518,0.00303355,0.00300631
8.76367,8.9,9.9,1.61273e+09,7.79339e+07,8.41813e+07,0.870892,0.00353335,0.00351537
8.76367,9,10,1.97905e+09,1.16787e+08,1.26629e+08,0.87442,0.0039856,0.003948
8.76367,9.1,10.1,2.49499e+09,1.80934e+08,2.00118e+08,0.879552,0.00451722,0.00441609
8.76367,9.2,10.2,3.05381e+09,2.44527e+08,2.71832e+08,0.880624,0.00509525,0.005092
8.76367,9.3,10.3,3.83194e+09,3.85978e+08,4.42218e+08,0.881994,0.0062604,0.0062917
8.76367,9.4,10.4,5.0751e+09,6.33705e+08,7.61973e+08,0.878134,0.00759026,0.00762956
8.76367,9.5,10.5,6.44125e+09,9.49798e+08,1.16648e+09,0.883297,0.00833587,0.00867691
8.76367,9.6,10.6,8.06456e+09,1.46476e+09,1.89005e+09,0.888639,0.00878958,0.00874454
8.76367,9.7,10.7,1.11704e+10,2.61974e+09,3.53035e+09,0.885043,0.00947627,0.00995401
8.76367,9.8,10.8,1.30717e+10,3.27687e+09,4.35164e+09,0.886988,0.0100755,0.0100911
8.76367,9.9,10.9,1.61634e+10,4.38976e+09,5.76087e+09,0.889533,0.0107985,0.010788
8.76367,10,11,2.0561e+10,5.99101e+09,7.53729e+09,0.886023,0.0107005,0.0111639
8.76367,10.1,11.1,2.68729e+10,7.06834e+09,8.94974e+09,0.887054,0.0156545,0.0165339
8.76367,10.2,11.2,2.68729e+10,7.06834e+09,8.94529e+09,0.887181,0.0157816,0.0164069
8.76367,10.3,11.3,3.20392e+10,7.7648e+09,8.58136e+09,0.886156,0.0191277,0.0216197
8.76367,10.4,11.4,3.49298e+10,9.74848e+09,1.08372e+10,0.888022,0.0275758,0.0288263
8.76367,10.5,11.5,3.9804e+10,5.96299e+09,5.96299e+09,0.888648,0.028201,0.028201
8.89285,7.5,8.5,8.27042e+07,673927,681124,0.588132,0.00144452,0.00144051
